client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901527.mp3	27607cae8ba2c558156ad4252dcff08ce78cb9af060fa49993d9f6fd4374fec1	cô bạn còn lại liền đáp		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901528.mp3	390d65a3b01e43516cc863ea848c3ed07101174342ece3ca277beb7711d13e1d	Thì con muốn gì Mẹ cũng sẽ mua cho con		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901529.mp3	352ea26c8fce52894a3a684008f4c427885726a2c137d7fcfbc84b685e643091	Sáng nay mưa rào		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901530.mp3	2ef8c799015c422b35f5d003c583a939b5c55562614119fac77a1cf7a34871fa	tao không bao giờ làm hại mày cả		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901531.mp3	2e96110afd71e39af0c08fa8d42dee4d3be7cd98f544671b137150f68edf9730	mất đầu, mất tay		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901532.mp3	34d6ee9bcb3853349fb8f8296342676ec584bdf761454c5a2a079136bd7e53ea	Trinh cười rồi đáp		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901533.mp3	375e224e68cc45258317eb7c402ccb119a83f7fe89a317085d2c49d862de06f9	con thanh nó đang phải nằm viện theo dõi		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901534.mp3	398890f0a668045d2ee5470c777cfdeb630d8870e017174c95de12ce7a4c1a1e	Từ trên bước xuống một người lớn tuổi		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901535.mp3	2cb526d383c5e1965a898fd310bef2bdae9eadac5c4b1240fe7f1972c9f76b7f	Không phải là do mày		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901536.mp3	0b5fd6d4782a476c2411c44a796a37233ae709134dda6fd343f205505e56ed76	Sự việc ban nãy khiến cho Trinh chưa hết bàng hoàng		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901542.mp3	022d8e9130738d3668dad27126b3498219ac39ff4ac32f861eba691a07cd78cd	Lúc này bà tâm ở trong phòng thờ với khẽ mở mắt		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901543.mp3	2c08bbf7205b55fed47d8bd8ac6bc18e260485f4c1ceb1a134b0cbd38605a2f8	Nhưng không phải cửa phòng của cô		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901545.mp3	177771f55aa2bde0c9f70b7fa40ef4deb965d18ec2d74a5de0c4b506dfcfb6a0	Bờ vai em nhỏ		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901546.mp3	304556abe3ea176b3c57a25ec9b11efc609bbb195dfac300e45e38fb0d7569ed	Tiếc là em càng bước lại gần thì thảo lại càng xa		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901552.mp3	2c5effb85495d5b6614c3d37902b90d7b6a575bc9f1921921c99048f873bb047	Trùm chăn kín đầu nhưng phương vẫn gào thét		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901553.mp3	0c3284e1dba259ed921c3a1cbb073a112c32a9247bbabd8011c39b4821db96f0	Thời gian như là gió		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901554.mp3	0c636ff37630b2a89ade0f51c8e0ab6127aee73bac47e5e5826f00f782a75ad1	Vết thương trong lòng		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901555.mp3	109caf5484c17551b995c34f5685bc38368684922d62bef84b7f2185a5d1959b	Trinh chỉ tay ra đường lớn rồi nói		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23901556.mp3	3ba5a122df3b4c4c6fc7411a618e87191eaebf0c3915d1d2159eb8548023fd26	Mà Trinh đã thấy dạo rực		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23908877.mp3	2285a8c3fe34589896284b245d80126482754d0a7ebf0965a42dc9d595658efb	tôi chỉ thỉnh vong của cháu thảo lên mà thôi		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925076.mp3	3b62bb7e920d9a76e57236d24c044485975f71a5fb1417d5405b46c18dfca698	Giai thoại		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925092.mp3	3a0a5b5ddce69baa6f793805f9f079c6c7b3311212f891a82ea4697bf5423d10	Mẹ em ngủ cùng em mà còn bị em làm cho sợ hãi		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925099.mp3	2d59ebdbf044b38f66ea731ecb6d999924f725b5a9eb22f065109cd66cd8b98d	Nhất là khi nhìn vào con búp bê đó		1	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925124.mp3	38ea09dd1efa045923c911b488dbfce36c3e62fb4971e55c86cec940bc8cd44e	bố thảo liền hỏi		1	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925134.mp3	41520641435f8c5f6ca77624f13275e2585dc2cb29389dc1140eb906a41dd8b0	Việc làm ăn quá thuận lợi		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925137.mp3	12aaa8271323006e6289f06ba8c972815ce61049d5fa49ffc3b1fa50ca9be7a3	Anh sắp giận, em mỉm cười vội vã		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925138.mp3	1585ce2313eaeef260803b77283d7b8a650ed4467219e099327f2861f94ea462	Tao không chơi với mày nữa đâu		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925139.mp3	40b2ea2f17817bba40de2f80e98e3be7ac3fac10fe766517e262ddb177f5a749	Hay là nhìn chinh giống ma quá cho nên là phương nó sợ		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925145.mp3	4462e6f2d6863d014c243fa7f9407662a0e3307afe85b83b62c52b8f96b6aa9e	Chính là Tối nay có sẽ được gặp Quân		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925147.mp3	27d5bd87ed7cda205681a5049bd2c6e9d36d70f52f13028eeb21a43009771a65	con không sao đâu mẹ		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925148.mp3	2e1779c9cfa5447f46456e607b19e4431b65af6543bf3320d90f6b30e44a3f5e	Hôm nay yêu, mai có thể xa rồi		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925149.mp3	4493f369ceeb512f50fade8fc734ce2ce330b1ea5f0081d8d72f93d287c7cb6c	Hà ni hốt hoảng		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925155.mp3	0f76a1413f4eb3c812737f1d9aadb72c8ceb004e16aabaeeb36698b242774465	Lắm kẻ điêu ngoa		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925156.mp3	1c8260168becaa570714f29852ebe3587e8e98d96553ce7b2f767c0a39d316fd	cho nên ngoài Trinh ra thì cũng chẳng ai hiểu chuyện gì		0	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925157.mp3	43a30005dc827837a7f4e0756376d844ccdcda25a3ba89b8c8e08a5e1853e1db	Nhưng...cứ nghĩ, Em không yêu ai được.		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925158.mp3	3c27b443e50890a878ac1e4e1904d478cb48193849397419d707fa3886593955	Nhưng cũng chưa vội đứng dậy		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23925159.mp3	3354cc278015b39b2e97e7b1a872cb3b7a567557b306824ed0ea45eb3d64c5f4	kẻ ngu ngốc		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926732.mp3	294e04d5c704f3422b87c3d8102c3774204dcfdd1108a6fbee59f5d3928bc872	Ép bà đưa bà đi bệnh viện bà không chịu		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926738.mp3	11c8126e6b5a432d29d6d420ad066acbdcaec301860567985f9a2393738a1b01	Some trai trả lời		1	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926745.mp3	262114932e66524c93e24a89a5ecc39a4117838808141847cd758baf0c5a5289	Người ta không cho tao về		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926757.mp3	0ea982c1dca7c1432f3e2e173cd95a38f2b56bc91085a9419d3ed7d3bcaf480d	sau đó mệt sẽ ngủ một giấc thật sâu		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926765.mp3	213432eabe8fd2fbbbe2e47a89230a11fed7e011e835443d6eac104bbb607af5	Trinh mải suy nghĩ cho nên rót cả nước tràn ra ngoài cốc		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926829.mp3	0886f50980b802917a5930b04c8df6a43414b02666d6b32be9c9c347c72db9e5	tôi không có tin đâu, mấy người toàn lừa đảo mà thôi		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926855.mp3	16c062185c0aeff70d17527587a98ba97641de36064b969f240d622716c397ed	Kuman của mẹ		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926857.mp3	2ec9198a689331db75b927d67c26878cb734f97b4d6c1e024b9f6377a0a8e4aa	Sau nhà là bụi cây với những khóm cỏ dại nhô cao		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926866.mp3	3891fb3ce4f3e9b6d13433e859d26a006e4e2e945eab3ec694c739b03ba7f047	Trong nhà của Trinh liên tiếp có những tiếng động		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926867.mp3	1b4fdc68f4e264eca324e5d288ab22d19230f1c661e739a980760024b7af0e03	Tôi xin lỗi rồi mà nếu cần tôi sẽ xin lỗi lần nữa		1	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926879.mp3	3938c1063df347a73e26e1a315ec54a9a9df438d81fd83242100a073025a8f15	Chẳng làm ngây ngất người qua lại		0	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23926937.mp3	4f39de05e26e04688370eaf666780bfc69e9d514e913789529fa34e20e4bac57	A hội như nhìn thấy thứ gì đó dưới ánh trăng yếu ớt		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930582.mp3	4b5fcb3d37bb8dfa678a841089e2571319c060ebfc4d4b0843c31c561c032d9b	Căn nhà của A Hội quay về phía bên mạn rừng		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930583.mp3	364c8ec97f44f8a4983309a8966098527eb9cb35ebe091358df8f30423e66131	Uống với đóa dã Quỳ Hàm Tiếu		1	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930594.mp3	3e7224ae1afbe96b4fe8c846cf3af2872bf3254362e9086c058cac824b095446	dạ bác cũng mất rồi anh Nhưng mà nếu anh không tỉnh táo lại		1	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930603.mp3	4adc8e1a7471cf4ef6c756481a37c6956c0690e866e3b06c037a2805d1c71428	Tuyển tập thơ về chủ đề gia đình cho bé mầm non		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930608.mp3	4f81d96d73be80ad7a408b571224fab6193953aa61c263281f3360822687fa79	Mẹ em liền đáp lại		1	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930668.mp3	1c616d7b037a2e9083381edb356dd929a122b8107183f548613c1748bc2a85f9	Quân đứng ở bên ngoài		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930669.mp3	45a367f06fbe5ebab9e95a708b95c5b4d6768cc4d56006b390e5a5bafc794920	Theo tự nhiên bảo với em		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23930681.mp3	297bdfef93493ac9dfa89042dbcfa9709737f6b588362a6c18d7260c982c4fa0	Má anh quân vẫn không để ý đến mình		1	1	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23932926.mp3	02be712ccae3653e608c2335ea82cd3b32226ef7d6326a3103bca1fc890650d5	bọn cháu đến đây là để thăm Phương		1	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23932948.mp3	4d50d0c5763e78f069e0cd426773688580477a6dd1eb83462f52368827ffa8e3	Đúng là giọng của bà Tâm		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23932949.mp3	02b5cdb204280f1086767e79b9eb2438c1d76dc6f5ae8875bc2a282aee832434	Lúc họ bỏ anh lên xe anh có biết gì không		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23932967.mp3	4ab7ee63fc1b434458b25c9957e8e093dcadb020998e7e88240fb2c65bf1fd27	Tôi tưởng là bà không quay lại nữa chứ		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23933016.mp3	267fcf8dc124de8ecaaa2bb3239b34b0f4584278a706357d058b10dc3e80f12f	nên mới mơ thấy ác mộng như vậy		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23933057.mp3	0ac1367e2b5b807428d0b09a1cfede8d2b769b41eb240296fdb3094a69a38b3f	May mà con vợ em khấn xin bà chị mới tha cho		0	0	sixties	male_masculine			vi	
c14ad590de005be3a512e187900c5ad5c76921cf1883b3349cda8e57e390901f453aae312b3c027b31acc18b7e2f3e857b8f8618ab1eb3a0be7298f8d1c001ce	common_voice_vi_23933086.mp3	47e9f31b85ab419471558bc9ffcdc1f31a072cf99d2d032bf959b7700a49df02	Xong xuôi lại lên xe tiếp tục cuộc hành trình		1	0	sixties	male_masculine			vi	
6aecd90c1a2adff1eadd2d0cc87ebc42e7cf142cb72b285219bd918cd2cb7bd4b0bbc6df965b00265e841386c30f07d0e31f153bc2a9a956abda86113105f41d	common_voice_vi_23950000.mp3	56196231425bce715d64e6ca5527690c0d504b4cba26746a180a113cd541d65c	Khổ thật đấy tự nhiên thì lại mê tín		0	1					vi	
6aecd90c1a2adff1eadd2d0cc87ebc42e7cf142cb72b285219bd918cd2cb7bd4b0bbc6df965b00265e841386c30f07d0e31f153bc2a9a956abda86113105f41d	common_voice_vi_23950001.mp3	5c0f951adaca15a2465ced7072c2b4791c18b63f05198de6ac16e2286f3a32ff	Nhưng mà đầu thì vẫn còn đau		1	1					vi	
