clip	duration[ms]
common_voice_vi_25258759.mp3	3708
common_voice_vi_28075858.mp3	3168
common_voice_vi_24106599.mp3	3348
common_voice_vi_24172737.mp3	4068
common_voice_vi_26136616.mp3	4320
common_voice_vi_27617431.mp3	2808
common_voice_vi_25257750.mp3	3708
common_voice_vi_28551811.mp3	2340
common_voice_vi_26227176.mp3	4212
common_voice_vi_24121422.mp3	3888
common_voice_vi_25258375.mp3	2916
common_voice_vi_24106432.mp3	3348
common_voice_vi_24546147.mp3	5400
common_voice_vi_27640094.mp3	5544
common_voice_vi_24226306.mp3	4680
common_voice_vi_27716268.mp3	4500
common_voice_vi_40249494.mp3	4716
common_voice_vi_25132438.mp3	1368
common_voice_vi_37469731.mp3	3240
common_voice_vi_29556504.mp3	3348
common_voice_vi_25154522.mp3	3060
common_voice_vi_34008868.mp3	4968
common_voice_vi_24570193.mp3	3708
common_voice_vi_24546122.mp3	4788
common_voice_vi_25318630.mp3	4140
common_voice_vi_24173738.mp3	6120
common_voice_vi_25260599.mp3	2736
common_voice_vi_25273521.mp3	2628
common_voice_vi_37469526.mp3	3852
common_voice_vi_24280809.mp3	3240
common_voice_vi_24476065.mp3	3168
common_voice_vi_26424935.mp3	5148
common_voice_vi_25224288.mp3	3528
common_voice_vi_25258635.mp3	3996
common_voice_vi_24535295.mp3	3456
common_voice_vi_24467835.mp3	7596
common_voice_vi_25276366.mp3	4176
common_voice_vi_24172609.mp3	3060
common_voice_vi_23926866.mp3	4944
common_voice_vi_33371752.mp3	3348
common_voice_vi_24358791.mp3	4716
common_voice_vi_25177311.mp3	5544
common_voice_vi_24535217.mp3	3528
common_voice_vi_32079906.mp3	3348
common_voice_vi_37469730.mp3	2160
common_voice_vi_25222848.mp3	7488
common_voice_vi_25224277.mp3	3420
common_voice_vi_32643151.mp3	4428
common_voice_vi_41197360.mp3	4608
common_voice_vi_24388590.mp3	5760
common_voice_vi_25247712.mp3	4176
common_voice_vi_23926776.mp3	3816
common_voice_vi_24476063.mp3	6408
common_voice_vi_25223926.mp3	4248
common_voice_vi_25247471.mp3	4140
common_voice_vi_24388675.mp3	3096
common_voice_vi_23989258.mp3	2976
common_voice_vi_25142236.mp3	1620
common_voice_vi_24562070.mp3	6516
common_voice_vi_25132809.mp3	2952
common_voice_vi_25261150.mp3	3456
common_voice_vi_25092594.mp3	4032
common_voice_vi_24458178.mp3	4500
common_voice_vi_32079872.mp3	2376
common_voice_vi_23933029.mp3	5016
common_voice_vi_25132690.mp3	2952
common_voice_vi_24396612.mp3	6516
common_voice_vi_25092664.mp3	2304
common_voice_vi_31928534.mp3	4536
common_voice_vi_40891380.mp3	5040
common_voice_vi_27638694.mp3	4068
common_voice_vi_25092556.mp3	2484
common_voice_vi_24297996.mp3	4860
common_voice_vi_23926752.mp3	2664
common_voice_vi_40180178.mp3	3348
common_voice_vi_24121591.mp3	3240
common_voice_vi_22402717.mp3	3696
common_voice_vi_24362751.mp3	5688
common_voice_vi_24440131.mp3	4140
common_voice_vi_27617461.mp3	3924
common_voice_vi_25259082.mp3	3348
common_voice_vi_28565014.mp3	3276
common_voice_vi_25262123.mp3	2556
common_voice_vi_25132339.mp3	2376
common_voice_vi_24274298.mp3	4968
common_voice_vi_33940414.mp3	5760
common_voice_vi_30237204.mp3	3960
common_voice_vi_27701132.mp3	3132
common_voice_vi_25274897.mp3	4608
common_voice_vi_24457300.mp3	6516
common_voice_vi_25158256.mp3	5040
common_voice_vi_36605517.mp3	2772
common_voice_vi_29405111.mp3	3096
common_voice_vi_26096000.mp3	4536
common_voice_vi_37469592.mp3	4068
common_voice_vi_26227231.mp3	3276
common_voice_vi_24172541.mp3	6840
common_voice_vi_23078525.mp3	2808
common_voice_vi_30575947.mp3	2700
common_voice_vi_25275258.mp3	2448
common_voice_vi_27640430.mp3	2736
common_voice_vi_21964746.mp3	5856
common_voice_vi_25154509.mp3	4860
common_voice_vi_23755975.mp3	5256
common_voice_vi_25274967.mp3	4968
common_voice_vi_23755977.mp3	2256
common_voice_vi_27616761.mp3	4284
common_voice_vi_25261155.mp3	2520
common_voice_vi_25132775.mp3	4068
common_voice_vi_24012811.mp3	3276
common_voice_vi_25273536.mp3	3420
common_voice_vi_23933060.mp3	4776
common_voice_vi_25261478.mp3	2376
common_voice_vi_25260430.mp3	2556
common_voice_vi_29840563.mp3	9540
common_voice_vi_23930635.mp3	4536
common_voice_vi_23989281.mp3	6936
common_voice_vi_25261434.mp3	3420
common_voice_vi_24509557.mp3	4680
common_voice_vi_28447145.mp3	2916
common_voice_vi_25224912.mp3	2916
common_voice_vi_30579162.mp3	4608
common_voice_vi_28540883.mp3	3960
common_voice_vi_25273519.mp3	4392
common_voice_vi_24688160.mp3	3240
common_voice_vi_24362910.mp3	6228
common_voice_vi_24566087.mp3	3420
common_voice_vi_26978515.mp3	3528
common_voice_vi_25217923.mp3	4320
common_voice_vi_23926786.mp3	5664
common_voice_vi_24476185.mp3	3276
common_voice_vi_29405219.mp3	5580
common_voice_vi_40249366.mp3	3636
common_voice_vi_28524550.mp3	4140
common_voice_vi_25258252.mp3	2916
common_voice_vi_30396428.mp3	2844
common_voice_vi_24456152.mp3	3636
common_voice_vi_24226717.mp3	3276
common_voice_vi_25260593.mp3	2880
common_voice_vi_24172888.mp3	4608
common_voice_vi_28426258.mp3	3924
common_voice_vi_27636525.mp3	3708
common_voice_vi_23707418.mp3	2736
common_voice_vi_23930681.mp3	4464
common_voice_vi_25284222.mp3	2268
common_voice_vi_24440101.mp3	3708
common_voice_vi_25259258.mp3	2628
common_voice_vi_22028613.mp3	2544
common_voice_vi_24280819.mp3	4140
common_voice_vi_36605390.mp3	3240
common_voice_vi_27618127.mp3	4608
common_voice_vi_25950231.mp3	2340
common_voice_vi_24358778.mp3	3708
common_voice_vi_25258200.mp3	2196
common_voice_vi_24173355.mp3	7056
common_voice_vi_25256106.mp3	4788
common_voice_vi_26202323.mp3	3996
common_voice_vi_37469650.mp3	2160
common_voice_vi_23926687.mp3	6024
common_voice_vi_25223745.mp3	3276
common_voice_vi_31450064.mp3	3276
common_voice_vi_25226125.mp3	5400
common_voice_vi_24455833.mp3	5220
common_voice_vi_24298087.mp3	6336
common_voice_vi_25867701.mp3	4788
common_voice_vi_33371730.mp3	3060
common_voice_vi_25258378.mp3	2196
common_voice_vi_25227106.mp3	2556
common_voice_vi_25260919.mp3	2808
common_voice_vi_27641072.mp3	3240
common_voice_vi_25225968.mp3	3816
common_voice_vi_25224749.mp3	4140
common_voice_vi_24227562.mp3	3276
common_voice_vi_26326138.mp3	4428
common_voice_vi_27128411.mp3	4068
common_voice_vi_40191790.mp3	3744
common_voice_vi_24097330.mp3	4500
common_voice_vi_25257708.mp3	3060
common_voice_vi_23669916.mp3	2736
common_voice_vi_24227383.mp3	2700
common_voice_vi_24318082.mp3	3096
common_voice_vi_24142035.mp3	3816
common_voice_vi_27617504.mp3	3672
common_voice_vi_25273391.mp3	3636
common_voice_vi_36605344.mp3	3348
common_voice_vi_24535332.mp3	5040
common_voice_vi_24121791.mp3	3960
common_voice_vi_24331619.mp3	2988
common_voice_vi_25224818.mp3	3240
common_voice_vi_24553448.mp3	3096
common_voice_vi_25260342.mp3	2880
common_voice_vi_25224389.mp3	4716
common_voice_vi_24173934.mp3	4356
common_voice_vi_28551731.mp3	3060
common_voice_vi_25247467.mp3	3636
common_voice_vi_25261251.mp3	3600
common_voice_vi_24476088.mp3	3060
common_voice_vi_25031260.mp3	3888
common_voice_vi_24142502.mp3	3780
common_voice_vi_40681336.mp3	2628
common_voice_vi_24688252.mp3	5688
common_voice_vi_28540816.mp3	5976
common_voice_vi_23925136.mp3	3936
common_voice_vi_24553389.mp3	3168
common_voice_vi_24573844.mp3	5400
common_voice_vi_24509355.mp3	3096
common_voice_vi_23930683.mp3	3264
common_voice_vi_24425799.mp3	5040
common_voice_vi_32079994.mp3	3600
common_voice_vi_24304428.mp3	5688
common_voice_vi_25225387.mp3	3240
common_voice_vi_24363043.mp3	4608
common_voice_vi_25258753.mp3	3780
common_voice_vi_23753752.mp3	4296
common_voice_vi_28354815.mp3	4248
common_voice_vi_32866680.mp3	3636
common_voice_vi_36993513.mp3	3780
common_voice_vi_30561679.mp3	4104
common_voice_vi_23988473.mp3	4464
common_voice_vi_40332689.mp3	3816
common_voice_vi_25257630.mp3	2988
common_voice_vi_24124222.mp3	3600
common_voice_vi_28540869.mp3	3168
common_voice_vi_25274430.mp3	5436
common_voice_vi_23933087.mp3	2904
common_voice_vi_24440172.mp3	3636
common_voice_vi_25223302.mp3	4968
common_voice_vi_37469450.mp3	3024
common_voice_vi_25092676.mp3	3744
common_voice_vi_25224725.mp3	2700
common_voice_vi_24274547.mp3	3348
common_voice_vi_25226314.mp3	4176
common_voice_vi_25284170.mp3	4356
common_voice_vi_25261228.mp3	3276
common_voice_vi_24440159.mp3	5436
common_voice_vi_25274926.mp3	3420
common_voice_vi_24226603.mp3	3780
common_voice_vi_24777436.mp3	2988
common_voice_vi_24173162.mp3	2448
common_voice_vi_27616350.mp3	4464
common_voice_vi_23640551.mp3	4104
common_voice_vi_25223239.mp3	3240
common_voice_vi_25258121.mp3	2700
common_voice_vi_21833244.mp3	5760
common_voice_vi_27930332.mp3	2808
common_voice_vi_25318665.mp3	3564
common_voice_vi_31325430.mp3	2916
common_voice_vi_24931520.mp3	3096
common_voice_vi_25222815.mp3	5328
common_voice_vi_25142216.mp3	1728
common_voice_vi_28075859.mp3	2880
common_voice_vi_24398858.mp3	5256
common_voice_vi_24606444.mp3	4356
common_voice_vi_24546114.mp3	2880
common_voice_vi_40249365.mp3	2808
common_voice_vi_25158177.mp3	5256
common_voice_vi_25226437.mp3	2556
common_voice_vi_24440073.mp3	6336
common_voice_vi_25255262.mp3	4500
common_voice_vi_22426795.mp3	3744
common_voice_vi_25177655.mp3	4752
common_voice_vi_24124121.mp3	5256
common_voice_vi_25261640.mp3	5400
common_voice_vi_24566166.mp3	5076
common_voice_vi_25722041.mp3	4320
common_voice_vi_27701249.mp3	2736
common_voice_vi_25226554.mp3	4788
common_voice_vi_25132185.mp3	2268
common_voice_vi_24124241.mp3	7308
common_voice_vi_25257883.mp3	3240
common_voice_vi_25224408.mp3	4680
common_voice_vi_24304407.mp3	2880
common_voice_vi_24743808.mp3	4500
common_voice_vi_24304478.mp3	4500
common_voice_vi_25257951.mp3	2340
common_voice_vi_25275010.mp3	2196
common_voice_vi_24304406.mp3	3060
common_voice_vi_35876726.mp3	1908
common_voice_vi_37469479.mp3	3960
common_voice_vi_24274327.mp3	2700
common_voice_vi_26362859.mp3	4104
common_voice_vi_25142211.mp3	2376
common_voice_vi_27701243.mp3	4176
common_voice_vi_25166328.mp3	2700
common_voice_vi_25224013.mp3	3960
common_voice_vi_23925098.mp3	7536
common_voice_vi_26096001.mp3	3528
common_voice_vi_40249475.mp3	3528
common_voice_vi_24523015.mp3	4608
common_voice_vi_30946536.mp3	3456
common_voice_vi_24688236.mp3	5688
common_voice_vi_26975952.mp3	3672
common_voice_vi_40189716.mp3	3672
common_voice_vi_24358704.mp3	2988
common_voice_vi_24088121.mp3	3456
common_voice_vi_39949974.mp3	3816
common_voice_vi_37469701.mp3	3348
common_voice_vi_25132283.mp3	1440
common_voice_vi_25031259.mp3	3240
common_voice_vi_24358756.mp3	7056
common_voice_vi_24570194.mp3	3420
common_voice_vi_25259103.mp3	2340
common_voice_vi_25222847.mp3	3780
common_voice_vi_25258336.mp3	2808
common_voice_vi_25247572.mp3	2340
common_voice_vi_25092663.mp3	2268
common_voice_vi_25273431.mp3	2088
common_voice_vi_25255234.mp3	3060
common_voice_vi_23901283.mp3	6216
common_voice_vi_23731278.mp3	2736
common_voice_vi_30393324.mp3	3420
common_voice_vi_25225922.mp3	4140
common_voice_vi_23790300.mp3	5544
common_voice_vi_24012802.mp3	3888
common_voice_vi_28660603.mp3	2088
common_voice_vi_34008957.mp3	3168
common_voice_vi_25257603.mp3	3780
common_voice_vi_25258494.mp3	4320
common_voice_vi_25223263.mp3	3528
common_voice_vi_25223317.mp3	2556
common_voice_vi_24331680.mp3	4536
common_voice_vi_25273380.mp3	3492
common_voice_vi_25224543.mp3	3780
common_voice_vi_25276357.mp3	3060
common_voice_vi_25157922.mp3	2844
common_voice_vi_25246414.mp3	2808
common_voice_vi_25261684.mp3	4176
common_voice_vi_24467783.mp3	3528
common_voice_vi_23988496.mp3	3696
common_voice_vi_27152784.mp3	6480
common_voice_vi_24570204.mp3	4680
common_voice_vi_24396557.mp3	5256
common_voice_vi_37195471.mp3	6948
common_voice_vi_37469631.mp3	3348
common_voice_vi_23926735.mp3	4656
common_voice_vi_25257562.mp3	3816
common_voice_vi_24280845.mp3	3240
common_voice_vi_25223920.mp3	3636
common_voice_vi_25245130.mp3	2736
common_voice_vi_25223980.mp3	2808
common_voice_vi_23932969.mp3	3576
common_voice_vi_25226652.mp3	4068
common_voice_vi_28432262.mp3	3528
common_voice_vi_41064420.mp3	2700
common_voice_vi_31433733.mp3	3816
common_voice_vi_30358895.mp3	4356
common_voice_vi_23338466.mp3	3672
common_voice_vi_24679364.mp3	4428
common_voice_vi_24509406.mp3	3816
common_voice_vi_24106600.mp3	4356
common_voice_vi_30393336.mp3	2556
common_voice_vi_30358863.mp3	4788
common_voice_vi_25273459.mp3	2484
common_voice_vi_23933045.mp3	3864
common_voice_vi_25224265.mp3	3456
common_voice_vi_25224483.mp3	3276
common_voice_vi_25273481.mp3	4032
common_voice_vi_24172381.mp3	6516
common_voice_vi_22714900.mp3	3336
common_voice_vi_25224617.mp3	3456
common_voice_vi_37469499.mp3	4320
common_voice_vi_25132454.mp3	3888
common_voice_vi_30358860.mp3	5148
common_voice_vi_25224370.mp3	2268
common_voice_vi_25132793.mp3	2700
common_voice_vi_24012806.mp3	5076
common_voice_vi_24171758.mp3	3996
common_voice_vi_24106827.mp3	3096
common_voice_vi_24121846.mp3	7236
common_voice_vi_40249498.mp3	4356
common_voice_vi_25267573.mp3	4536
common_voice_vi_25225618.mp3	4788
common_voice_vi_24546120.mp3	5148
common_voice_vi_25246277.mp3	4248
common_voice_vi_27930329.mp3	2988
common_voice_vi_25154503.mp3	4968
common_voice_vi_25223885.mp3	2016
common_voice_vi_25225870.mp3	3168
common_voice_vi_26102967.mp3	3060
common_voice_vi_25724416.mp3	4140
common_voice_vi_27640147.mp3	3024
common_voice_vi_25275740.mp3	3996
common_voice_vi_25224488.mp3	3528
common_voice_vi_25258958.mp3	2160
common_voice_vi_33274847.mp3	3960
common_voice_vi_24173811.mp3	6696
common_voice_vi_41197368.mp3	3420
common_voice_vi_25132589.mp3	2592
common_voice_vi_23933057.mp3	6864
common_voice_vi_24227501.mp3	4500
common_voice_vi_25273372.mp3	3420
common_voice_vi_25223153.mp3	5796
common_voice_vi_24226218.mp3	3816
common_voice_vi_24274273.mp3	4248
common_voice_vi_25224274.mp3	4680
common_voice_vi_24583852.mp3	5040
common_voice_vi_27701214.mp3	2988
common_voice_vi_23078665.mp3	2976
common_voice_vi_23988549.mp3	2856
common_voice_vi_39434755.mp3	2196
common_voice_vi_24523413.mp3	2808
common_voice_vi_25059647.mp3	2196
common_voice_vi_25224515.mp3	2736
common_voice_vi_25258558.mp3	6048
common_voice_vi_28565018.mp3	5076
common_voice_vi_31928532.mp3	3780
common_voice_vi_25224698.mp3	4860
common_voice_vi_25269001.mp3	3420
common_voice_vi_25202180.mp3	3420
common_voice_vi_25257601.mp3	4968
common_voice_vi_38022023.mp3	7020
common_voice_vi_29405267.mp3	4608
common_voice_vi_24523115.mp3	2988
common_voice_vi_30579136.mp3	4860
common_voice_vi_24467754.mp3	5688
common_voice_vi_25223753.mp3	3816
common_voice_vi_25224623.mp3	2916
common_voice_vi_24679619.mp3	3708
common_voice_vi_25258675.mp3	2448
common_voice_vi_24396575.mp3	5436
common_voice_vi_24476040.mp3	4860
common_voice_vi_31450151.mp3	4716
common_voice_vi_33371748.mp3	4500
common_voice_vi_27648334.mp3	3348
common_voice_vi_25246229.mp3	2916
common_voice_vi_25247570.mp3	3240
common_voice_vi_25092438.mp3	4608
common_voice_vi_25274470.mp3	3528
common_voice_vi_25247502.mp3	7236
common_voice_vi_25223354.mp3	5616
common_voice_vi_24467849.mp3	4320
common_voice_vi_40189730.mp3	2448
common_voice_vi_24688125.mp3	3168
common_voice_vi_25092406.mp3	2484
common_voice_vi_24535202.mp3	6516
common_voice_vi_24012805.mp3	3276
common_voice_vi_41108347.mp3	3708
common_voice_vi_40189789.mp3	3960
common_voice_vi_25224692.mp3	2880
common_voice_vi_24121373.mp3	5400
common_voice_vi_24125635.mp3	5508
common_voice_vi_24358714.mp3	4356
common_voice_vi_24097274.mp3	4068
common_voice_vi_31450201.mp3	4536
common_voice_vi_25257857.mp3	3168
common_voice_vi_24122213.mp3	2736
common_voice_vi_24125767.mp3	4608
common_voice_vi_24122444.mp3	4356
common_voice_vi_28098754.mp3	1980
common_voice_vi_24124201.mp3	4788
common_voice_vi_25225645.mp3	6228
common_voice_vi_25275178.mp3	3960
common_voice_vi_37469621.mp3	2988
common_voice_vi_31325469.mp3	3096
common_voice_vi_25224374.mp3	3960
common_voice_vi_31450062.mp3	4176
common_voice_vi_24172621.mp3	4068
common_voice_vi_23848883.mp3	2544
common_voice_vi_25284111.mp3	4248
common_voice_vi_25154467.mp3	2484
common_voice_vi_25631698.mp3	6228
common_voice_vi_25132158.mp3	2880
common_voice_vi_40333000.mp3	2664
common_voice_vi_25225973.mp3	3276
common_voice_vi_40191809.mp3	3600
common_voice_vi_24718653.mp3	3888
common_voice_vi_24440108.mp3	3528
common_voice_vi_23932978.mp3	5136
common_voice_vi_25255193.mp3	5220
common_voice_vi_25132620.mp3	1764
common_voice_vi_38087535.mp3	6336
common_voice_vi_24398716.mp3	3348
common_voice_vi_24124252.mp3	5760
common_voice_vi_25258444.mp3	2340
common_voice_vi_25247585.mp3	4500
common_voice_vi_24124561.mp3	4968
common_voice_vi_25271125.mp3	4536
common_voice_vi_40891419.mp3	4680
common_voice_vi_33371203.mp3	5868
common_voice_vi_24144224.mp3	5220
common_voice_vi_21833262.mp3	7080
common_voice_vi_25223987.mp3	2988
common_voice_vi_24274269.mp3	4536
common_voice_vi_37469509.mp3	3348
common_voice_vi_24274696.mp3	4248
common_voice_vi_27930330.mp3	2556
common_voice_vi_25275768.mp3	4356
common_voice_vi_24601876.mp3	5508
common_voice_vi_23926720.mp3	3624
common_voice_vi_27701109.mp3	4284
common_voice_vi_40191807.mp3	4212
common_voice_vi_31433724.mp3	4320
common_voice_vi_30171309.mp3	2340
common_voice_vi_24458079.mp3	4716
common_voice_vi_24388606.mp3	3276
common_voice_vi_27404869.mp3	5256
common_voice_vi_25157920.mp3	3096
common_voice_vi_24172109.mp3	3888
common_voice_vi_28551329.mp3	2988
common_voice_vi_27701248.mp3	3312
common_voice_vi_31450084.mp3	3456
common_voice_vi_23960971.mp3	4896
common_voice_vi_25224826.mp3	3780
common_voice_vi_23926725.mp3	2904
common_voice_vi_24458249.mp3	2736
common_voice_vi_37469706.mp3	3132
common_voice_vi_25257636.mp3	2736
common_voice_vi_31250015.mp3	3960
common_voice_vi_23908870.mp3	6696
common_voice_vi_33371634.mp3	3780
common_voice_vi_24227404.mp3	5040
common_voice_vi_24142510.mp3	8460
common_voice_vi_25259192.mp3	2520
common_voice_vi_25222893.mp3	5076
common_voice_vi_25132761.mp3	2808
common_voice_vi_24173223.mp3	3780
common_voice_vi_25092489.mp3	2052
common_voice_vi_30010832.mp3	5436
common_voice_vi_24570217.mp3	4356
common_voice_vi_25258651.mp3	6300
common_voice_vi_27638742.mp3	4716
common_voice_vi_33367442.mp3	2844
common_voice_vi_25246203.mp3	2196
common_voice_vi_31450193.mp3	3636
common_voice_vi_24455892.mp3	4176
common_voice_vi_25262017.mp3	3780
common_voice_vi_25257604.mp3	3420
common_voice_vi_24601510.mp3	4356
common_voice_vi_25177611.mp3	2700
common_voice_vi_41064425.mp3	3096
common_voice_vi_25224952.mp3	2736
common_voice_vi_25132666.mp3	3312
common_voice_vi_24280802.mp3	4608
common_voice_vi_24440056.mp3	3276
common_voice_vi_24601846.mp3	3996
common_voice_vi_25222923.mp3	2916
common_voice_vi_25268876.mp3	5868
common_voice_vi_23988689.mp3	3456
common_voice_vi_25275818.mp3	3060
common_voice_vi_24162766.mp3	3888
common_voice_vi_27640770.mp3	4860
common_voice_vi_24125619.mp3	5040
common_voice_vi_29405331.mp3	3096
common_voice_vi_38565749.mp3	4212
common_voice_vi_25260863.mp3	2736
common_voice_vi_25132622.mp3	1872
common_voice_vi_25226451.mp3	2808
common_voice_vi_25260611.mp3	2628
common_voice_vi_31450061.mp3	3996
common_voice_vi_25274371.mp3	2736
common_voice_vi_28565047.mp3	3276
common_voice_vi_23926926.mp3	3576
common_voice_vi_23891883.mp3	3624
common_voice_vi_25260824.mp3	2808
common_voice_vi_25224243.mp3	2988
common_voice_vi_24388674.mp3	4320
common_voice_vi_24688234.mp3	3420
common_voice_vi_29405099.mp3	3240
common_voice_vi_27148754.mp3	4968
common_voice_vi_25223011.mp3	3996
common_voice_vi_24509304.mp3	4860
common_voice_vi_25268021.mp3	3168
common_voice_vi_28354792.mp3	5328
common_voice_vi_24173186.mp3	5688
common_voice_vi_25132129.mp3	3708
common_voice_vi_27687747.mp3	3528
common_voice_vi_40332769.mp3	3348
common_voice_vi_25092640.mp3	3600
common_voice_vi_25223775.mp3	4608
common_voice_vi_31156050.mp3	4536
common_voice_vi_25092657.mp3	3636
common_voice_vi_25261239.mp3	4176
common_voice_vi_24398250.mp3	5868
common_voice_vi_28098608.mp3	4752
common_voice_vi_27598078.mp3	3420
common_voice_vi_23936352.mp3	3576
common_voice_vi_25276327.mp3	4356
common_voice_vi_25258071.mp3	3096
common_voice_vi_23322815.mp3	3816
common_voice_vi_27598069.mp3	3672
common_voice_vi_32079932.mp3	3528
common_voice_vi_24942304.mp3	2196
common_voice_vi_25154568.mp3	4140
common_voice_vi_24121941.mp3	6048
common_voice_vi_25261853.mp3	3420
common_voice_vi_25265278.mp3	4608
common_voice_vi_27641040.mp3	2664
common_voice_vi_26981413.mp3	1980
common_voice_vi_25255254.mp3	5076
common_voice_vi_25224273.mp3	5328
common_voice_vi_38023048.mp3	3528
common_voice_vi_24255745.mp3	7128
common_voice_vi_27640744.mp3	4716
common_voice_vi_24162908.mp3	3708
common_voice_vi_26202298.mp3	4068
common_voice_vi_33371202.mp3	4788
common_voice_vi_25129742.mp3	3240
common_voice_vi_24398511.mp3	3060
common_voice_vi_24467805.mp3	5148
common_voice_vi_24142433.mp3	5040
common_voice_vi_25273480.mp3	3168
common_voice_vi_25225999.mp3	3276
common_voice_vi_25257802.mp3	3780
common_voice_vi_31450074.mp3	3168
common_voice_vi_30856710.mp3	5796
common_voice_vi_40517251.mp3	2448
common_voice_vi_24171785.mp3	5076
common_voice_vi_32642989.mp3	4824
common_voice_vi_24125436.mp3	3960
common_voice_vi_27614662.mp3	4176
common_voice_vi_24583747.mp3	4500
common_voice_vi_24097246.mp3	5976
common_voice_vi_25030812.mp3	3924
common_voice_vi_25258399.mp3	4860
common_voice_vi_24679622.mp3	3816
common_voice_vi_24388587.mp3	5220
common_voice_vi_25246429.mp3	2916
common_voice_vi_27638739.mp3	4572
common_voice_vi_23988475.mp3	4464
common_voice_vi_25225977.mp3	2520
common_voice_vi_25222782.mp3	3168
common_voice_vi_25223045.mp3	2556
common_voice_vi_31250058.mp3	2988
common_voice_vi_31250072.mp3	3276
common_voice_vi_25223316.mp3	3420
common_voice_vi_38565708.mp3	3060
common_voice_vi_25154570.mp3	3024
common_voice_vi_25257557.mp3	3816
common_voice_vi_21833251.mp3	5040
common_voice_vi_24255746.mp3	2880
common_voice_vi_24124144.mp3	6120
common_voice_vi_27648333.mp3	5436
common_voice_vi_25275104.mp3	2196
common_voice_vi_25225390.mp3	2268
common_voice_vi_28846909.mp3	4860
common_voice_vi_27616349.mp3	3672
common_voice_vi_28098694.mp3	2736
common_voice_vi_31928531.mp3	4428
common_voice_vi_23302933.mp3	4464
common_voice_vi_25258265.mp3	2340
common_voice_vi_24388627.mp3	2736
common_voice_vi_24535219.mp3	6480
common_voice_vi_25276368.mp3	2448
common_voice_vi_25227089.mp3	4140
common_voice_vi_25911370.mp3	3456
common_voice_vi_24106320.mp3	3456
common_voice_vi_25224565.mp3	2448
common_voice_vi_25226077.mp3	2808
common_voice_vi_24942325.mp3	2160
common_voice_vi_31450105.mp3	3420
common_voice_vi_24162375.mp3	4500
common_voice_vi_24298761.mp3	5508
common_voice_vi_27678978.mp3	1728
common_voice_vi_27641297.mp3	3096
common_voice_vi_27648816.mp3	2520
common_voice_vi_24124542.mp3	3708
common_voice_vi_24122117.mp3	3420
common_voice_vi_24274303.mp3	2448
common_voice_vi_25722065.mp3	4284
common_voice_vi_27640121.mp3	3492
common_voice_vi_25273484.mp3	2088
common_voice_vi_24121448.mp3	3960
common_voice_vi_25257488.mp3	3816
common_voice_vi_30857089.mp3	4968
common_voice_vi_25261172.mp3	5148
common_voice_vi_30222620.mp3	2988
